origin,destination,count
MEM,SHV,180
MEM,SJU,14
MEM,STL,149
MEM,TLH,180
MEM,TPA,141
MEM,TUL,180
MEM,TYS,180
MEM,VPS,180
MEM,XNA,145
MFE,ATL,10
MFE,DFW,124
MFE,IAH,286
MFR,DEN,60
MFR,LAS,29
MFR,MOD,1
MFR,PDX,270
MFR,PHX,60
MFR,RDD,1
MFR,RDM,1
MFR,SBA,1
MFR,SFO,399
MFR,SLC,117
MFR,TWF,1
MGM,ATL,387
MGM,IAH,60
MGM,MEM,93
MHT,ATL,176
MHT,BWI,621
MHT,CLE,162
MHT,CLT,116
MHT,CVG,162
MHT,DCA,43
MHT,DTW,160
MHT,EWR,234
MHT,IAD,55
MHT,LAS,60
MHT,MCO,300
MHT,MDW,281
MHT,ORD,185
MHT,PHL,388
MHT,PHX,60
MHT,TPA,121
MIA,ATL,852
MIA,BDL,31
MIA,BNA,62
MIA,BOS,185
MIA,BWI,118
MIA,CLE,37
MIA,CLT,725
MIA,CMH,76
MIA,CVG,253
MIA,DCA,248
MIA,DEN,151
MIA,DFW,279
MIA,DTW,242
MIA,EGE,8
MIA,EWR,244
MIA,GSO,60
MIA,IAD,74
MIA,IAH,240
MIA,IND,119
MIA,JFK,239
MIA,LAS,82
MIA,LAX,217
MIA,LGA,279
MIA,MCI,16
MIA,MCO,186
MIA,MDW,33
MIA,MEM,135
MIA,MSP,162
MIA,MSY,93
MIA,ORD,279
MIA,ORF,60
MIA,PHL,286
MIA,PHX,31
MIA,PIT,68
MIA,RDU,93
MIA,RIC,59
MIA,SDF,60
MIA,SEA,31
MIA,SFO,93
MIA,SJU,216
MIA,STL,62
MIA,STT,62
MIA,STX,31
MIA,TPA,155
MIA,XNA,59
MKE,ABE,1
MKE,ATL,563
MKE,BDL,113
MKE,BWI,230
MKE,CLE,230
MKE,CLT,113
MKE,CMH,155
MKE,CVG,206
MKE,DEN,278
MKE,DFW,116
MKE,DTW,290
MKE,EWR,445
MKE,FAR,1
MKE,IAH,267
MKE,LAS,60
MKE,MCI,1
MKE,MCO,120
MKE,MEM,170
MKE,MQT,52
MKE,MSN,113
MKE,MSP,549
MKE,OMA,104
MKE,ORD,495
MKE,PHL,156
MKE,PHX,180
MKE,PIT,215
MKE,RDU,138
MKE,RSW,48
MKE,SLC,5
MKE,TPA,48
MLB,ATL,299
MLB,LGA,2
MLI,ATL,406
MLI,DEN,108
MLI,DFW,60
MLI,DTW,172
MLI,LAS,28
MLI,MCO,28
MLI,MEM,66
MLI,MSP,160
MLI,ORD,406
MLU,ATL,170
MLU,DFW,172
MLU,IAH,113
MOB,ATL,378
MOB,DFW,181
MOB,IAH,244
MOB,MEM,109
MOB,ORD,52
MOD,BFL,1
MOD,LAX,225
MOD,RNO,1
MOD,SFO,273
MOT,MSP,180
MQT,GRB,60
MQT,MKE,51
MQT,ORD,52
MRY,DEN,60
MRY,LAS,14
MRY,LAX,478
MRY,LGB,100
MRY,ONT,57
MRY,PHX,117
MRY,SAN,105
MRY,SFO,411
MRY,SLC,6
MSN,ATL,61
MSN,ATW,1
MSN,CLE,53
MSN,DCA,16
MSN,DEN,160
MSN,DFW,120
MSN,DTW,288
MSN,EWR,53
MSN,LGA,104
MSN,MCI,60
MSN,MEM,60
MSN,MKE,111
MSN,MSP,228
MSN,ORD,825
MSN,RFD,1
MSO,DEN,186
MSO,MSP,39
MSO,PIH,2
MSO,SLC,322
MSP,ABQ,81
MSP,ALB,23
MSP,ALO,52
MSP,ANC,82
MSP,ATL,854
MSP,ATW,12
MSP,AUS,5
MSP,AVL,60
MSP,AZO,60
MSP,BDL,166
MSP,BIL,126
MSP,BIS,236
MSP,BNA,115
MSP,BOI,125
MSP,BOS,226
MSP,BUF,6
MSP,BWI,173
MSP,BZN,142
MSP,CHS,2
MSP,CID,173
MSP,CLE,283
MSP,CLT,233
MSP,CMH,180
MSP,CMX,60
MSP,COS,81
MSP,CPR,31
MSP,CVG,289
MSP,CWA,12
MSP,DAY,113
MSP,DCA,310
MSP,DEN,840
MSP,DFW,298
MSP,DLH,247
MSP,DSM,161
MSP,DTW,911
MSP,EGE,60
MSP,EWR,545
MSP,FAR,330
MSP,FCA,21
MSP,FLL,97
MSP,FNT,58
MSP,FSD,299
MSP,GEG,125
MSP,GFK,232
MSP,GRB,231
MSP,GRR,298
MSP,GSO,60
MSP,GTF,103
MSP,HDN,60
MSP,HLN,60
MSP,HNL,60
MSP,IAD,235
MSP,IAH,377
MSP,ICT,120
MSP,IDA,60
MSP,IND,298
MSP,JAX,60
MSP,JFK,173
MSP,LAN,60
MSP,LAS,490
MSP,LAX,341
MSP,LGA,428
MSP,LIT,60
MSP,LNK,27
MSP,LSE,70
MSP,MCI,374
MSP,MCO,360
MSP,MDT,60
MSP,MDW,333
MSP,MEM,419
MSP,MIA,163
MSP,MKE,547
MSP,MLI,158
MSP,MOT,180
MSP,MSN,228
MSP,MSO,39
MSP,MYR,2
MSP,OKC,115
MSP,OMA,190
MSP,ORD,1328
MSP,ORF,60
MSP,PDX,207
MSP,PHL,271
MSP,PHX,642
MSP,PIT,190
MSP,PSP,60
MSP,PVD,6
MSP,RAP,179
MSP,RDU,120
MSP,RHI,32
MSP,RIC,60
MSP,ROC,60
MSP,RST,247
MSP,RSW,157
MSP,SAN,200
MSP,SAT,115
MSP,SAV,2
MSP,SBN,60
MSP,SDF,157
MSP,SEA,320
MSP,SFO,299
MSP,SGF,60
MSP,SJC,115
MSP,SJU,14
MSP,SLC,390
MSP,SMF,125
MSP,SNA,172
MSP,SPI,1
MSP,STL,314
MSP,SUX,59
MSP,TPA,185
MSP,TUL,120
MSP,TUS,81
MSP,TVC,60
MSP,TYS,60
MSP,XNA,120
MSY,ATL,707
MSY,AUS,107
MSY,BHM,179
MSY,BNA,124
MSY,BOS,4
MSY,BWI,60
MSY,CLE,15
MSY,CLT,243
MSY,CMH,1
MSY,CVG,57
MSY,DAL,332
MSY,DCA,55
MSY,DEN,176
MSY,DFW,213
MSY,DTW,16
MSY,EWR,131
MSY,FLL,63
MSY,HOU,612
MSY,IAD,137
MSY,IAH,400
MSY,IND,4
MSY,JAX,114
MSY,JFK,93
MSY,LAS,120
MSY,LAX,140
MSY,LGA,70
MSY,MCI,114
MSY,MCO,228
MSY,MDW,60
MSY,MEM,181
MSY,MIA,93
MSY,ORD,228
MSY,PHL,172
MSY,PHX,60
MSY,RDU,114
MSY,SAT,107
MSY,SLC,58
MSY,TPA,183
MSY,TWF,1
MTJ,ATL,14
MTJ,DEN,310
MTJ,DFW,52
MTJ,EWR,4
MTJ,IAH,43
MTJ,LAX,8
MTJ,ORD,4
MTJ,SLC,68
MYR,ATL,199
MYR,CLT,366
MYR,DTW,60
MYR,EWR,39
MYR,IAD,64
MYR,MSP,2
OAJ,ATL,165
OAK,ABQ,160
OAK,ATL,46
OAK,BNA,60
OAK,BOI,114
OAK,BOS,31
OAK,BUR,956
OAK,DEN,584
OAK,DFW,93
OAK,FLL,13
OAK,GEG,120
OAK,HNL,31
OAK,HOU,113
OAK,IAD,68
OAK,IAH,84
OAK,JFK,83
OAK,KOA,4
OAK,LAS,917
OAK,LAX,1392
OAK,LGB,124
OAK,MCI,107
OAK,MDW,288
OAK,OGG,31
OAK,ONT,680
OAK,ORD,59
OAK,PDX,422
OAK,PHX,747
OAK,RNO,225
OAK,SAN,1011
OAK,SEA,646
OAK,SLC,473
OAK,SNA,660
OAK,TUS,60
OGG,DEN,15
OGG,DFW,31
OGG,HNL,2116
OGG,ITO,60
OGG,KOA,245
OGG,LAX,236
OGG,LIH,31
OGG,OAK,31
OGG,PDX,60
OGG,PHX,80
OGG,SAN,77
OGG,SEA,60
OGG,SFO,133
OGG,SLC,46
OGG,SMF,31
OGG,SNA,31
OKC,ABQ,58
OKC,ATL,334
OKC,AUS,56
OKC,BWI,60
OKC,CLE,20
OKC,CVG,162
OKC,DAL,268
OKC,DEN,354
OKC,DFW,273
OKC,DTW,120
OKC,EWR,56
OKC,HOU,226
OKC,IAH,379
OKC,LAS,68
OKC,LAX,81
OKC,MCI,216
OKC,MEM,175
OKC,MSP,99
OKC,ONT,57
OKC,ORD,326
OKC,PHX,286
OKC,SAN,104
OKC,SAT,58
OKC,SLC,138
OKC,SMF,57
OKC,STL,120
OMA,ABQ,1
OMA,ATL,291
OMA,CVG,164
OMA,DEN,338
OMA,DFW,147
OMA,DSM,1
OMA,DTW,120
OMA,EWR,122
OMA,GRB,1
OMA,IAH,317
OMA,LAS,180
OMA,LNK,1
OMA,MDW,340
OMA,MEM,180
OMA,MKE,102
OMA,MSP,190
OMA,ONT,106
OMA,ORD,708
OMA,PHX,351
OMA,SAN,111
OMA,SLC,124
OMA,STL,172
OMA,TUS,56
OME,ANC,61
OME,OTZ,31
ONT,ABQ,106
ONT,ATL,125
ONT,AUS,106
ONT,BNA,60
ONT,BOI,112
ONT,COS,114
ONT,DEN,252
ONT,DFW,151
ONT,ELP,57
ONT,FAT,57
ONT,GEG,105
ONT,GJT,1
ONT,IAH,92
ONT,JFK,31
ONT,LAS,662
ONT,LAX,24
ONT,MCI,105
ONT,MRY,56
ONT,OAK,680
ONT,OKC,57
ONT,OMA,106
ONT,PDX,31
ONT,PHX,1040
ONT,RNO,57
ONT,SAN,2
ONT,SAT,113
ONT,SEA,124
ONT,SFO,280
ONT,SJC,495
ONT,SLC,304
ONT,SMF,670
ONT,TUL,57
ONT,TUS,114
ORD,ABE,226
ORD,ABQ,31
ORD,ALB,295
ORD,ANC,31
ORD,ASE,168
ORD,ATL,983
ORD,ATW,390
ORD,AUS,279
ORD,AVP,115
ORD,AZO,406
ORD,BDL,597
ORD,BHM,290
ORD,BIL,1
ORD,BMI,396
ORD,BNA,596
ORD,BOI,118
ORD,BOS,800
ORD,BTR,56
ORD,BTV,100
ORD,BUF,520
ORD,BWI,555
ORD,BZN,67
ORD,CAE,230
ORD,CAK,169
ORD,CHA,116
ORD,CHS,205
ORD,CID,551
ORD,CLE,792
ORD,CLT,968
ORD,CMH,772
ORD,CMI,411
ORD,COS,196
ORD,CRW,120
ORD,CVG,941
ORD,CWA,175
ORD,DAY,341
ORD,DBQ,231
ORD,DCA,1000
ORD,DEN,774
ORD,DFW,856
ORD,DSM,793
ORD,DTW,1097
ORD,EGE,35
ORD,ELP,62
ORD,EVV,332
ORD,EWR,865
ORD,FAR,224
ORD,FLL,250
ORD,FNT,236
ORD,FSD,285
ORD,FWA,524
ORD,GEG,60
ORD,GJT,10
ORD,GPT,55
ORD,GRB,592
ORD,GRR,563
ORD,GSO,126
ORD,GSP,331
ORD,HDN,89
ORD,HNL,91
ORD,HPN,594
ORD,HSV,115
ORD,IAD,455
ORD,IAH,569
ORD,ICT,513
ORD,IND,624
ORD,JAC,91
ORD,JAN,52
ORD,JAX,300
ORD,JFK,482
ORD,LAN,250
ORD,LAS,718
ORD,LAX,875
ORD,LEX,350
ORD,LGA,1302
ORD,LGB,62
ORD,LIT,286
ORD,LNK,227
ORD,LSE,236
ORD,MBS,229
ORD,MCI,468
ORD,MCO,543
ORD,MDT,260
ORD,MEM,690
ORD,MHT,184
ORD,MIA,278
ORD,MKE,509
ORD,MLI,439
ORD,MOB,52
ORD,MQT,52
ORD,MSN,813
ORD,MSP,1394
ORD,MSY,272
ORD,MTJ,4
ORD,OAK,59
ORD,OGG,34
ORD,OKC,310
ORD,OMA,676
ORD,ORF,266
ORD,PBI,129
ORD,PDX,281
ORD,PHL,929
ORD,PHX,702
ORD,PIA,576
ORD,PIT,611
ORD,PNS,111
ORD,PSP,83
ORD,PVD,301
ORD,PWM,15
ORD,RDU,364
ORD,RIC,343
ORD,RNO,31
ORD,ROA,65
ORD,ROC,399
ORD,RST,403
ORD,RSW,93
ORD,SAN,424
ORD,SAT,242
ORD,SAV,182
ORD,SBN,347
ORD,SDF,589
ORD,SEA,571
ORD,SFO,702
ORD,SGF,450
ORD,SHV,52
ORD,SJC,204
ORD,SJU,143
ORD,SLC,384
ORD,SMF,185
ORD,SNA,351
ORD,SPI,228
ORD,STL,400
ORD,STT,21
ORD,SYR,406
ORD,TOL,228
ORD,TPA,332
ORD,TUL,274
ORD,TUS,86
ORD,TVC,294
ORD,TYS,246
ORD,VPS,56
ORD,XNA,485
ORF,ATL,350
ORF,BOS,41
ORF,BWI,273
ORF,CLE,2
ORF,CLT,323
ORF,CVG,109
ORF,DFW,122
ORF,DTW,183
ORF,EWR,202
ORF,IAD,158
ORF,IAH,152
ORF,JAX,120
ORF,JFK,2
ORF,LAS,60
ORF,MCO,119
ORF,MDW,117
ORF,MIA,60
ORF,MSP,60
ORF,ORD,182
ORF,TPA,60
OTZ,ANC,31
OTZ,OME,61
OXR,LAX,219
PBI,ATL,610
PBI,BDL,49
PBI,BOS,230
PBI,BWI,269
PBI,CLE,39
PBI,CLT,357
PBI,CVG,114
PBI,DCA,193
PBI,DEN,49
PBI,DFW,85
PBI,DTW,84
PBI,EWR,306
PBI,HPN,147
PBI,IAH,170
PBI,ISP,180
PBI,JFK,257
PBI,LAS,60
PBI,LGA,277
PBI,ORD,129
PBI,PHL,333
PBI,PIT,4
PBI,SWF,79
PBI,TPA,217
PDX,ABQ,60
PDX,ANC,31
PDX,ATL,124
PDX,BOI,168
PDX,BOS,31
PDX,BUR,31
PDX,CVG,43
PDX,DEN,589
PDX,DFW,120
PDX,DTW,6
PDX,EUG,276
PDX,EWR,37
PDX,GEG,218
PDX,HNL,120
PDX,IAD,61
PDX,IAH,99
PDX,JFK,78
PDX,LAS,495
PDX,LAX,473
PDX,MCI,60
PDX,MCO,31
PDX,MDW,120
PDX,MFR,270
PDX,MSP,208
PDX,OAK,426
PDX,OGG,60
PDX,ONT,31
PDX,ORD,260
PDX,PHL,2
PDX,PHX,565
PDX,PSP,31
PDX,RDM,293
PDX,RNO,222
PDX,SAN,124
PDX,SEA,427
PDX,SFO,454
PDX,SJC,312
PDX,SLC,544
PDX,SMF,424
PDX,SNA,124
PFN,ATL,364
PFN,CVG,5
PFN,MEM,164
PHF,ATL,600
PHF,BOS,110
PHF,FLL,48
PHF,LGA,118
PHF,MCO,60
PHF,TPA,16
PHL,ALB,60
PHL,ATL,930
PHL,ATW,1
PHL,BDL,104
PHL,BNA,160
PHL,BOS,941
PHL,BUF,60
PHL,BWI,104
PHL,CLE,24
PHL,CLT,574
PHL,CMH,158
PHL,CVG,284
PHL,DCA,88
PHL,DEN,398
PHL,DFW,373
PHL,DTW,451
PHL,FLL,642
PHL,HOU,120
PHL,IAD,117
PHL,IAH,144
PHL,IND,184
PHL,JAX,244
PHL,JFK,109
PHL,LAS,478
PHL,LAX,357
PHL,MCO,1087
PHL,MDW,445
PHL,MEM,89
PHL,MHT,381
PHL,MIA,286
PHL,MKE,155
PHL,MSP,271
PHL,MSY,182
PHL,ORD,993
PHL,ORF,44
PHL,PBI,332
PHL,PDX,2
PHL,PHX,480
PHL,PIT,491
PHL,PVD,430
PHL,RDU,574
PHL,RIC,100
PHL,RSW,209
PHL,SAN,120
PHL,SEA,65
PHL,SFO,345
PHL,SJU,249
PHL,SLC,89
PHL,STT,62
PHL,SYR,60
PHL,TPA,543
PHX,ABQ,915
PHX,ANC,60
PHX,ASE,65
PHX,ATL,757
PHX,AUS,456
PHX,BDL,60
PHX,BFL,172
PHX,BHM,60
PHX,BNA,226
PHX,BOI,112
PHX,BOS,179
PHX,BUF,60
PHX,BUR,863
PHX,BWI,358
PHX,CLD,43
PHX,CLE,119
PHX,CLT,366
PHX,CMH,180
PHX,COS,235
PHX,CVG,86
PHX,DCA,180
PHX,DEN,1355
PHX,DFW,606
PHX,DRO,124
PHX,DSM,120
PHX,DTW,469
PHX,ELP,691
PHX,EUG,60
PHX,EWR,310
PHX,FAT,284
PHX,FLG,289
PHX,FLL,120
PHX,GEG,120
PHX,GJT,172
PHX,HNL,140
PHX,HOU,276
PHX,IAD,130
PHX,IAH,581
PHX,ICT,120
PHX,IND,240
PHX,JFK,306
PHX,KOA,75
PHX,LAS,1878
PHX,LAX,1846
PHX,LGB,282
PHX,LIH,46
PHX,LIT,60
PHX,MCI,387
PHX,MCO,180
PHX,MDW,466
PHX,MEM,180
PHX,MFR,60
PHX,MHT,60
PHX,MIA,31
PHX,MKE,180
PHX,MRY,118
PHX,MSP,641
PHX,MSY,60
PHX,OAK,690
PHX,OGG,80
PHX,OKC,292
PHX,OMA,344
PHX,ONT,1032
PHX,ORD,703
PHX,PDX,565
PHX,PHL,480
PHX,PIT,180
PHX,PSP,296
PHX,PVD,60
PHX,RDU,113
PHX,RNO,480
PHX,SAN,1354
PHX,SAT,464
PHX,SBA,286
PHX,SBP,180
PHX,SDF,60
PHX,SEA,691
PHX,SFO,601
PHX,SJC,696
PHX,SLC,1180
PHX,SMF,695
PHX,SNA,910
PHX,STL,465
PHX,TEX,104
PHX,TPA,180
PHX,TUL,166
PHX,TUS,652
PHX,YUM,300
PIA,ATL,145
PIA,DEN,59
PIA,DFW,60
PIA,DTW,110
PIA,LNK,1
PIA,ORD,576
PIH,SLC,299
PIT,ATL,637
PIT,BOS,77
PIT,BWI,177
PIT,CLT,403
PIT,CVG,304
PIT,DCA,6
PIT,DEN,142
PIT,DFW,354
PIT,DTW,233
PIT,EWR,282
PIT,FLL,82
PIT,IAD,173
PIT,IAH,225
PIT,JFK,364
PIT,LAS,214
PIT,LAX,55
PIT,LGA,156
PIT,MCI,111
PIT,MCO,383
PIT,MDW,350
PIT,MEM,139
PIT,MIA,68
PIT,MKE,215
PIT,MSP,200
PIT,ORD,614
PIT,PBI,4
PIT,PHL,641
PIT,PHX,180
PIT,RSW,27
PIT,SFO,37
PIT,SJU,1
PIT,SLC,49
PIT,TPA,136
PLN,DTW,38
PMD,SFO,111
PNS,ATL,590
PNS,CLT,164
PNS,DFW,297
PNS,IAH,93
PNS,MEM,151
PNS,ORD,112
PSC,DEN,173
PSC,SLC,273
PSC,TWF,1
PSE,EWR,17
PSE,FLL,31
PSE,JFK,31
PSE,MCO,31
PSG,JNU,31
PSG,WRG,31
PSP,DEN,213
PSP,DFW,93
PSP,FAT,1
PSP,GJT,1
PSP,IAH,69
PSP,LAS,216
PSP,LAX,495
PSP,MSP,60
PSP,ORD,83
PSP,PDX,31
PSP,PHX,296
PSP,SEA,91
PSP,SFO,231
PSP,SLC,173
PSP,TWF,1
PVD,ATL,241
PVD,BNA,60
PVD,BOS,1
PVD,BWI,673
PVD,CLE,56
PVD,CLT,216
PVD,CVG,162
PVD,DCA,112
PVD,DTW,186
PVD,EWR,238
PVD,FLL,60
PVD,IAD,79
PVD,JFK,104
PVD,LAS,60
PVD,MCO,361
PVD,MDW,229
PVD,MSP,6
PVD,ORD,302
PVD,PHL,432
PVD,PHX,60
PVD,TPA,180
PWM,ATL,164
PWM,BWI,120
PWM,CLE,6
PWM,CLT,60
PWM,CVG,120
PWM,DTW,19
PWM,EWR,227
PWM,IAD,43
PWM,JFK,140
PWM,MCO,82
PWM,ORD,38
RAP,DEN,353
RAP,MSP,179
RAP,SLC,114
RAP,TWF,1
RDD,SBA,1
RDD,SFO,293
RDD,SMF,1
RDM,IDA,1
RDM,PDX,291
RDM,SFO,175
RDM,SLC,112
RDU,ATL,719
RDU,AUS,27
RDU,BDL,176
RDU,BHM,102
RDU,BNA,277
RDU,BOS,479
RDU,BWI,337
RDU,CLE,51
RDU,CLT,395
RDU,CMH,116
RDU,CVG,262
RDU,DCA,467
RDU,DEN,60
RDU,DFW,182
RDU,DTW,193
RDU,EWR,528
RDU,FLL,48
RDU,GRB,1
RDU,IAD,268
RDU,IAH,252
RDU,IND,112
RDU,JAX,222
RDU,JFK,521
RDU,LAS,120
RDU,LAX,7
RDU,LGA,569
RDU,MCI,222
RDU,MCO,251
RDU,MDW,231
RDU,MEM,151
RDU,MIA,93
RDU,MKE,138
RDU,MSP,120
RDU,MSY,114
RDU,ORD,363
RDU,PHL,572
RDU,PHX,113
RDU,SAT,57
RDU,SDF,116
RDU,SLC,42
RDU,STL,33
RDU,TPA,173
RDU,XNA,52
RFD,DEN,112
RHI,MSP,32
RIC,ATL,631
RIC,BOS,60
RIC,CLE,146
RIC,CLT,279
RIC,CVG,201
RIC,DFW,89
RIC,DTW,172
RIC,EWR,275
RIC,FLL,31
RIC,IAH,135
RIC,JFK,151
RIC,LGA,155
RIC,MCO,48
RIC,MEM,6
RIC,MIA,60
RIC,MSP,60
RIC,ORD,343
RIC,PHL,100
RNO,ATL,46
RNO,BOI,167
RNO,DEN,197
RNO,DFW,93
RNO,GEG,56
RNO,IAH,58
RNO,LAS,824
RNO,LAX,355
RNO,LGB,114
RNO,MDW,60
RNO,OAK,219
RNO,ONT,57
RNO,ORD,31
RNO,PDX,222
RNO,PHX,480
RNO,PIH,1
RNO,SAN,120
RNO,SEA,146
RNO,SFO,363
RNO,SJC,232
RNO,SLC,285
RNO,SNA,31
RNO,TUS,57
ROA,ATL,232
ROA,CLT,1
ROA,DTW,68
ROA,IAD,136
ROA,MSN,1
ROA,ORD,70
ROC,ATL,429
ROC,BWI,120
ROC,CLE,144
ROC,CLT,76
ROC,CVG,147
ROC,DFW,1
ROC,DTW,185
ROC,EWR,221
ROC,FLL,48
ROC,IAD,70
ROC,JFK,276
ROC,LAS,26
ROC,MCO,107
ROC,MSP,60
ROC,ORD,400
ROC,TPA,60
ROW,DFW,120
RST,DTW,60
RST,MSP,247
RST,ORD,402
RSW,ATL,610
RSW,BDL,47
RSW,BOS,241
RSW,BUF,42
RSW,BWI,228
RSW,CAK,49
RSW,CLE,60
RSW,CLT,321
RSW,CMH,58
RSW,CVG,115
RSW,DCA,135
RSW,DEN,84
RSW,DFW,93
RSW,DTW,248
RSW,EWR,183
RSW,FNT,48
RSW,HPN,84
RSW,IAH,111
RSW,IND,212
RSW,ISP,60
RSW,JFK,200
RSW,LGA,36
RSW,MCO,240
RSW,MDW,256
RSW,MEM,6
RSW,MIA,1
RSW,MKE,48
RSW,MSP,157
RSW,ORD,92
RSW,PHL,209
RSW,PIT,27
RSW,STL,31
SAN,ABQ,172
SAN,ATL,384
SAN,AUS,114
SAN,BFL,57
SAN,BNA,119
SAN,BOI,114
SAN,BOS,62
SAN,BWI,120
SAN,CLE,6
SAN,CLT,114
SAN,COS,115
SAN,CVG,85
SAN,DEN,702
SAN,DFW,306
SAN,DTW,65
SAN,ELP,60
SAN,EWR,93
SAN,FAT,114
SAN,GEG,111
SAN,HNL,68
SAN,HOU,60
SAN,IAD,211
SAN,IAH,179
SAN,JFK,139
SAN,KOA,11
SAN,LAS,950
SAN,LAX,1796
SAN,LIH,14
SAN,MCI,114
SAN,MCO,4
SAN,MDW,290
SAN,MRY,107
SAN,MSP,201
SAN,OAK,1021
SAN,OGG,77
SAN,OKC,106
SAN,OMA,114
SAN,ONT,3
SAN,ORD,365
SAN,PDX,124
SAN,PHL,120
SAN,PHX,1337
SAN,RNO,120
SAN,SAT,60
SAN,SEA,217
SAN,SFO,1099
SAN,SJC,921
SAN,SLC,291
SAN,SMF,762
SAN,STL,31
SAN,TUL,57
SAN,TUS,231
SAT,ABQ,108
SAT,AMA,1
SAT,ATL,339
SAT,AUS,1
SAT,BNA,113
SAT,BWI,120
SAT,CLE,48
SAT,CVG,163
SAT,DAL,815
SAT,DEN,397
SAT,DFW,426
SAT,DTW,115
SAT,ELP,223
SAT,EWR,79
SAT,HOU,439
SAT,HRL,112
SAT,IAD,60
SAT,IAH,309
SAT,LAS,258
SAT,LAX,220
SAT,MCI,171
SAT,MCO,120
SAT,MDW,116
SAT,MEM,179
SAT,MSP,115
SAT,MSY,107
SAT,OKC,56
SAT,ONT,114
SAT,ORD,255
SAT,PHX,451
SAT,RDU,55
SAT,SAN,60
SAT,SFO,60
SAT,SLC,118
SAT,SMF,57
SAT,STL,31
SAT,TPA,60
SAT,TUL,58
SAT,TUS,57
SAV,ATL,497
SAV,BOS,53
SAV,CLT,236
SAV,CVG,103
SAV,DFW,120
SAV,DTW,66
SAV,EWR,125
SAV,IAD,182
SAV,IAH,134
SAV,LGA,148
SAV,MEM,12
SAV,MSP,2
SAV,ORD,182
SBA,DEN,120
SBA,DFW,60
SBA,LAS,73
SBA,LAX,784
SBA,MRY,1
SBA,PHX,286
SBA,SFO,515
SBA,SJC,200
SBA,SLC,101
SBN,ATL,173
SBN,DTW,192
SBN,MSP,60
SBN,ORD,346
SBP,FAT,1
SBP,LAS,29
SBP,LAX,488
SBP,MRY,2
SBP,PHX,180
SBP,SFO,284
SBP,SLC,65
SCC,ANC,31
SCC,BRW,31
SCE,ATL,60
SCE,DTW,60
SDF,ATL,361
SDF,BHM,112
SDF,BOS,32
SDF,BWI,269
SDF,CLE,95
SDF,CLT,102
SDF,CVG,92
SDF,DEN,107
SDF,DFW,182
SDF,DTW,228
SDF,EWR,156
SDF,IAH,54
SDF,LAS,60
SDF,LGA,115
SDF,MCO,120
SDF,MDW,277
SDF,MEM,164
SDF,MIA,60
SDF,MSP,157
SDF,ORD,586
SDF,PHX,60
SDF,RDU,116
SDF,SPI,1
SDF,STL,163
SDF,TPA,113
SEA,ABQ,113
SEA,ANC,406
SEA,ATL,225
SEA,BNA,60
SEA,BOI,179
SEA,BOS,62
SEA,BUR,123
SEA,CLE,6
SEA,CLT,60
SEA,CVG,95
SEA,DCA,62
SEA,DEN,936
SEA,DFW,337
SEA,DTW,180
SEA,EWR,154
SEA,FAI,62
SEA,GEG,587
SEA,HNL,279
SEA,IAD,180
SEA,IAH,166
SEA,JFK,153
SEA,JNU,62
SEA,KTN,93
SEA,LAS,657
SEA,LAX,733
SEA,LGB,93
SEA,LIH,31
SEA,MCI,60
SEA,MCO,62
SEA,MDW,174
SEA,MEM,53
SEA,MIA,31
SEA,MSP,321
SEA,OAK,655
SEA,OGG,120
SEA,ONT,124
SEA,ORD,523
SEA,PDX,427
SEA,PHL,65
SEA,PHX,691
SEA,PSP,93
SEA,RNO,146
SEA,SAN,217
SEA,SFO,633
SEA,SJC,410
SEA,SLC,472
SEA,SMF,395
SEA,SNA,236
SEA,STL,31
SEA,TUS,31
SFO,ABQ,65
SFO,ACV,413
SFO,ASE,31
SFO,ATL,358
SFO,AUS,60
SFO,BFL,171
SFO,BOI,300
SFO,BOS,344
SFO,BUR,338
SFO,BWI,60
SFO,BZN,8
SFO,CEC,113
SFO,CIC,222
SFO,CLE,32
SFO,CLT,231
SFO,COS,60
SFO,CVG,95
SFO,DEN,742
SFO,DFW,312
SFO,DTW,180
SFO,EUG,410
SFO,EWR,335
SFO,FAT,396
SFO,GJT,1
SFO,HNL,354
SFO,IAD,467
SFO,IAH,246
SFO,IDA,1
SFO,JFK,881
SFO,KOA,120
SFO,LAS,1164
SFO,LAX,1994
SFO,LIH,74
SFO,MCO,60
SFO,MDW,180
SFO,MFR,398
SFO,MIA,93
SFO,MOD,281
SFO,MRY,403
SFO,MSP,299
SFO,OGG,133
SFO,ONT,282
SFO,ORD,754
SFO,PDX,452
SFO,PHL,404
SFO,PHX,603
SFO,PIT,37
SFO,PMD,112
SFO,PSP,229
SFO,RDD,295
SFO,RDM,174
SFO,RNO,363
SFO,SAN,1039
SFO,SAT,60
SFO,SBA,519
SFO,SBP,284
SFO,SEA,629
SFO,SLC,667
SFO,SMF,373
SFO,SMX,1
SFO,SNA,648
SFO,STL,31
SFO,TUS,60
SFO,TWF,2
SGF,ATL,165
SGF,CVG,62
SGF,DEN,175
SGF,DFW,532
SGF,DTW,31
SGF,FSD,1
SGF,MEM,92
SGF,MSP,60
SGF,ORD,452
SGF,STL,60
SGU,CDC,1
SGU,LAX,119
SGU,PIH,1
SGU,SLC,476
SGU,TWF,1
SHV,ATL,281
SHV,DFW,582
SHV,DTW,31
SHV,IAH,173
SHV,MEM,180
SHV,ORD,52
SIT,JNU,61
